ranking,lon,lat,company,industry,state,city
797,-80.082,35.8826,Old Dominion Freight Line,Trucking  Truck Leasing,NC,Thomasville
798,-73.4151,40.7934,MSC Industrial Direct,Wholesalers: Diversified,NY,Melville
799,-89.5746,44.5236,Sentry Insurance Group,Insurance: Property and Casualty (Mutual),WI,Stevens Point
800,-90.1994,38.627,Sigma-Aldrich,Chemicals,MO,St. Louis
801,-77.0369,38.9072,WGL Holdings,Energy,DC,Washington
802,-76.7944,40.8626,Weis Markets,Food and Drug Stores,PA,Sunbury
803,-89.1306,31.6941,Sanderson Farms,Food Production,MS,Laurel
804,-122.676,45.5231,StanCorp Financial Group,Insurance: Life  Health (stock),OR,Portland
805,-81.6944,41.4993,Hyster-Yale Materials Handling,Industrial Machinery,OH,Cleveland
806,-85.56,43.12,Wolverine World Wide,Apparel,MI,Rockford
807,-94.5786,39.0997,DST Systems,Financial Data Services,MO,Kansas City
808,-76.6122,39.2904,Legg Mason,Securities,MD,Baltimore
809,-84.1916,39.7589,Teradata,Computer Software,OH,Dayton
810,-84.388,33.749,Aaron's,Specialty Retailers: Other,GA,Atlanta
811,-104.99,39.7392,Antero Resources,Mining  Crude-Oil Production,CO,Denver
812,-83.4702,42.3714,Metaldyne Performance Group,Motor Vehicles and Parts,MI,Plymouth
813,-97.3308,32.7555,Range Resources,Mining  Crude-Oil Production,TX,Fort Worth
814,-74.0059,40.7128,Vornado Realty Trust,Real estate,NY,New York
815,-115.14,36.1699,Boyd Gaming,Hotels  Casinos  Resorts,NV,Las Vegas
816,-74.6672,40.3573,Covance,Health Care: Pharmacy and Other Services,NJ,Princeton
817,-76.3055,40.0379,Armstrong World Industries,Building Materials  Glass,PA,Lancaster
818,-86.2911,36.2081,Cracker Barrel Old Country Store,Food Services,TN,Lebanon
819,-81.8723,26.6406,Chico's FAS,Specialty Retailers: Apparel,FL,Fort Myers
820,-83.9207,35.9606,Scripps Networks Interactive,Entertainment,TN,Knoxville
821,-85.6681,42.9634,Universal Forest Products,Forest and Paper Products,MI,Grand Rapids
822,-102.078,31.9973,Concho Resources,Mining  Crude-Oil Production,TX,Midland
823,-73.7629,41.034,ITT,Industrial Machinery,NY,White Plains
824,-95.3698,29.7604,HCC Insurance Holdings,Insurance: Property and Casualty (Stock),TX,Houston
825,-78.6134,42.7678,Moog,Aerospace and Defense,NY,East Aurora
826,-73.454,41.3948,IMS Health Holdings,Health Care: Pharmacy and Other Services,CT,Danbury
827,-96.6989,33.0198,Cinemark Holdings,Entertainment,TX,Plano
828,-96.797,32.7767,Comerica,Commercial Banks,TX,Dallas
829,-87.6298,41.8781,Equity Residential,Real estate,IL,Chicago
830,-118.807,34.1466,Ryland Group,Homebuilders,CA,Westlake Village
831,-79.9959,40.4406,GNC Holdings,Food and Drug Stores,PA,Pittsburgh
832,-94.3985,35.3859,ArcBest,Trucking  Truck Leasing,AR,Fort Smith
833,-87.5711,37.9716,Vectren,Utilities: Gas and Electric,IN,Evansville
834,-80.8431,35.2271,Curtiss-Wright,Aerospace and Defense,NC,Charlotte
835,-81.3792,28.5383,Tupperware Brands,Household and Personal Products,FL,Orlando
836,-95.689,39.0558,Westar Energy,Utilities: Gas and Electric,KS,Topeka
837,-91.1403,30.4583,Albemarle,Chemicals,LA,Baton Rouge
838,-88.3162,42.2411,AptarGroup,Packaging  Containers,IL,Crystal Lake
839,-74.4174,40.8653,Pinnacle Foods,Food Consumer Products,NJ,Parsippany
840,-75.9652,40.3295,Penn National Gaming,Hotels  Casinos  Resorts,PA,Wyomissing
841,-74.0059,40.7128,J.Crew Group,Specialty Retailers: Apparel,NY,New York
842,-84.2963,39.247,Vantiv,Financial Data Services,OH,Symmes Township
843,-94.5786,39.0997,Kansas City Southern,Railroads,MO,Kansas City
844,-90.1994,38.627,Caleres,Specialty Retailers: Apparel,MO,St. Louis
845,-111.659,40.2338,Nu Skin Enterprises,Household and Personal Products,UT,Provo
846,-94.5786,39.0997,Great Plains Energy,Utilities: Gas and Electric,MO,Kansas City
847,-95.3698,29.7604,Kirby,zMiscellaneous,TX,Houston
848,-87.6298,41.8781,General Growth Properties,Real estate,IL,Chicago
849,-73.7176,40.7707,Broadridge Financial Solutions,Financial Data Services,NY,Lake Success
850,-87.8406,42.2586,Stericycle,Waste Management,IL,Lake Forest
851,-84.388,33.749,Global Payments,Financial Data Services,GA,Atlanta
852,-71.4128,41.824,Nortek,Industrial Machinery,RI,Providence
853,-122.676,45.5231,Schnitzer Steel Industries,Metals,OR,Portland
854,-77.436,37.5407,Universal,Tobacco,VA,Richmond
855,-74.0059,40.7128,ANN,Specialty Retailers: Apparel,NY,New York
856,-71.276,42.4906,Hologic,Medical Products and Equipment,MA,Bedford
857,-90.1994,38.627,Panera Bread,Food Services,MO,St. Louis
858,-74.0059,40.7128,AOL,Internet Services and Retailing,NY,New York
859,-104.99,39.7392,SM Energy,Mining  Crude-Oil Production,CO,Denver
860,-77.6109,43.161,Paychex,Diversified Outsourcing Services,NY,Rochester
861,-117.161,32.7157,PriceSmart,Specialty Retailers: Other,CA,San Diego
862,-122.531,37.9735,Autodesk,Computer Software,CA,San Rafael
863,-70.8262,42.5591,Affiliated Managers Group,Securities,MA,Prides Crossing
864,-78.7378,42.9639,Tops Holding,Food and Drug Stores,NY,Williamsville
865,-95.3698,29.7604,Dynegy,Energy,TX,Houston
866,-82.9988,39.9612,DSW,Specialty Retailers: Apparel,OH,Columbus
867,-75.5138,40.0362,Vishay Intertechnology,Semiconductors and Other Electronic Components,PA,Malvern
868,-82.9988,39.9612,Mettler-Toledo International,Scientific Photographic and Control Equipment,OH,Columbus
869,-90.4298,38.7131,SunEdison,Semiconductors and Other Electronic Components,MO,Maryland Heights
870,-118.145,34.1478,Tetra Tech,Engineering  Construction,CA,Pasadena
871,-73.6812,42.7926,Momentive Performance Materials,Chemicals,NY,Waterford
872,-75.9269,40.3356,EnerSys,Electronics  Electrical Equip.,PA,Reading
873,-93.265,44.9778,Donaldson,Industrial Machinery,MN,Minneapolis
874,-79.9959,40.4406,EQT,Energy,PA,Pittsburgh
875,-117.566,33.8753,Monster Beverage,Beverages,CA,Corona
876,-71.4948,42.8679,PC Connection,Specialty Retailers: Other,NH,Merrimack
877,-84.9877,32.461,Total System Services,Financial Data Services,GA,Columbus
878,-90.049,35.1495,ServiceMaster Global Holdings,Diversified Outsourcing Services,TN,Memphis
879,-81.6944,41.4993,Medical Mutual of Ohio,Insurance: Life  Health (Mutual),OH,Cleveland
880,-81.6944,41.4993,Applied Industrial Technologies,Wholesalers: Diversified,OH,Cleveland
881,-121.886,37.3382,Maxim Integrated Products,Semiconductors and Other Electronic Components,CA,San Jose
882,-97.5164,35.4676,OGE Energy,Utilities: Gas and Electric,OK,Oklahoma City
883,-81.6098,41.1278,A. Schulman,Chemicals,OH,Fairlawn
884,-122.236,37.4852,Equinix,Telecommunications,CA,Redwood City
885,-80.2566,26.167,Mednax,Health Care: Pharmacy and Other Services,FL,Sunrise
886,-84.388,33.749,Equifax,Financial Data Services,GA,Atlanta
887,-117.795,33.6839,Standard Pacific,Homebuilders,CA,Irvine
888,-96.6989,33.0198,Denbury Resources,Mining  Crude-Oil Production,TX,Plano
889,-104.99,39.7392,Cimarex Energy,Mining  Crude-Oil Production,CO,Denver
890,-74.0059,40.7128,Mutual of America Life Insurance,Insurance: Life  Health (Mutual),NY,New York
891,-118.244,34.0522,Guess,Apparel,CA,Los Angeles
892,-90.1994,38.627,Post Holdings,Food Consumer Products,MO,St. Louis
893,-86.8025,33.5207,HealthSouth,Health Care: Medical Facilities,AL,Birmingham
894,-94.6708,38.9822,Ferrellgas Partners,Energy,KS,Overland Park
895,-118.244,34.0522,KB Home,Homebuilders,CA,Los Angeles
896,-71.0589,42.3601,Boston Properties,Real estate,MA,Boston
897,-122.036,37.3688,Trimble Navigation,Scientific Photographic and Control Equipment,CA,Sunnyvale
898,-118.838,34.1706,Teledyne Technologies,Scientific Photographic and Control Equipment,CA,Thousand Oaks
899,-84.388,33.749,Acuity Brands,Electronics  Electrical Equip.,GA,Atlanta
900,-118.411,33.8847,Skechers U.S.A.,Apparel,CA,Manhattan Beach
901,-121.886,37.3382,Xilinx,Semiconductors and Other Electronic Components,CA,San Jose
902,-88.4626,44.1858,Plexus,Semiconductors and Other Electronic Components,WI,Neenah
903,-95.4613,30.1658,Newfield Exploration,Mining  Crude-Oil Production,TX,The Woodlands
904,-81.6944,41.4993,TransDigm Group,Aerospace and Defense,OH,Cleveland
905,-86.118,39.9784,Kar Auction Services,Wholesalers: Diversified,IN,Carmel
906,-90.049,35.1495,Mueller Industries,Industrial Machinery,TN,Memphis
907,-111.891,40.7608,Zions Bancorp.,Commercial Banks,UT,Salt Lake City
908,-95.1903,30.0575,Insperity,Diversified Outsourcing Services,TX,Kingwood
909,-73.6282,41.0262,XPO Logistics,Transportation and Logistics,CT,Greenwich
910,-88.1227,42.063,Sears Hometown & Outlet Stores,Specialty Retailers: Other,IL,Hoffman Estates
911,-87.9065,43.0389,A.O. Smith,Electronics  Electrical Equip.,WI,Milwaukee
912,-78.8256,35.8235,Alliance One International,Tobacco,NC,Morrisville
913,-74.0059,40.7128,Take-Two Interactive Software,Computer Software,NY,New York
914,-86.1581,39.7684,hhgregg,Specialty Retailers: Other,IN,Indianapolis
915,-84.388,33.749,RPC,Oil and Gas Equipment  Services,GA,Atlanta
916,-77.436,37.5407,NewMarket,Chemicals,VA,Richmond
917,-77.3861,38.9696,Beacon Roofing Supply,Wholesalers: Diversified,VA,Herndon
918,-117.795,33.6839,Edwards Lifesciences,Medical Products and Equipment,CA,Irvine
919,-66.1057,18.4663,Triple-S Management,Health Care: Insurance and Managed Care,PR,San Juan
920,-157.858,21.3069,Hawaiian Holdings,Airlines,HI,Honolulu
921,-74.6672,40.3573,Heartland Payment Systems,Financial Data Services,NJ,Princeton
922,-90.1994,38.627,Belden,Electronics  Electrical Equip.,MO,St. Louis
923,-95.9928,36.154,Magellan Midstream Partners,Pipelines,OK,Tulsa
924,-122.201,47.6104,Outerwall,Specialty Retailers: Other,WA,Bellevue
925,-87.829,42.1275,KapStone Paper & Packaging,Packaging  Containers,IL,Northbrook
926,-95.9928,36.154,Alliance Holdings,Mining  Crude-Oil Production,OK,Tulsa
927,-71.1523,42.4793,Skyworks Solutions,Semiconductors and Other Electronic Components,MA,Woburn
928,-76.723,39.19,Ciena,Network and Other Communications Equipment,MD,Hanover
929,-121.757,36.9102,Granite Construction,Engineering  Construction,CA,Watsonville
930,-79.9959,40.4406,Education Management,Education,PA,Pittsburgh
931,-73.8201,41.0551,Party City Holdings,Specialty Retailers: Other,NY,Elmsford
932,-117.795,33.6839,HCP,Real estate,CA,Irvine
933,-71.2356,42.3765,Parexel International,Health Care: Pharmacy and Other Services,MA,Waltham
934,-77.1773,38.9339,Delta Tucker Holdings,Aerospace and Defense,VA,McLean
935,-115.14,36.1699,Pinnacle Entertainment,Hotels  Casinos  Resorts,NV,Las Vegas
936,-90.1994,38.627,Stifel Financial,Securities,MO,St. Louis
937,-90.1009,30.4755,Pool,Wholesalers: Diversified,LA,Covington
938,-90.3237,38.6426,Olin,Chemicals,MO,Clayton
939,-72.9279,41.3083,Knights of Columbus,Insurance: Life  Health (Mutual),CT,New Haven
940,-71.2356,42.3765,PerkinElmer,Scientific Photographic and Control Equipment,MA,Waltham
941,-72.9106,41.5084,Alexion Pharmaceuticals,Pharmaceuticals,CT,Cheshire
942,-104.988,39.6478,IHS,Financial Data Services,CO,Englewood
943,-95.3698,29.7604,Oil States International,Oil and Gas Equipment  Services,TX,Houston
944,-91.0432,41.4245,HNI,Home Equipment  Furnishings,IA,Muscatine
945,-122.084,37.3861,LinkedIn,Internet Services and Retailing,CA,Mountain View
946,-83.6875,43.0125,Diplomat Pharmacy,Food and Drug Stores,MI,Flint
947,-121.886,37.3382,Brocade Communications Systems,Network and Other Communications Equipment,CA,San Jose
948,-122.671,45.4207,Greenbrier Cos.,Transportation Equipment,OR,Lake Oswego
949,-74.0059,40.7128,AMC Networks,Entertainment,NY,New York
950,-87.6298,41.8781,Kemper,Insurance: Property and Casualty (Stock),IL,Chicago
951,-84.388,33.749,Ocwen Financial,Diversified Financials,GA,Atlanta
952,-118.255,34.1425,Public Storage,zMiscellaneous,CA,Glendale
953,-122.156,37.7249,TriNet Group,Diversified Outsourcing Services,CA,San Leandro
954,-75.1652,39.9526,Chemtura,Chemicals,PA,Philadelphia
955,-122.201,47.6104,Symetra Financial,Insurance: Life  Health (stock),WA,Bellevue
956,-83.3527,42.3684,Tower International,Motor Vehicles and Parts,MI,Livonia
957,-111.926,33.4942,Meritage Homes,Homebuilders,AZ,Scottsdale
958,-104.99,39.7392,MarkWest Energy Partners,Pipelines,CO,Denver
959,-122.289,38.0171,Bio-Rad Laboratories,Medical Products and Equipment,CA,Hercules
960,-122.444,47.2529,TrueBlue,Temporary Help,WA,Tacoma
961,-95.3698,29.7604,Cabot Oil & Gas,Mining  Crude-Oil Production,TX,Houston
962,-75.9652,40.3295,Carpenter Technology,Metals,PA,Wyomissing
963,-93.2983,44.8408,Toro,Construction and Farm Machinery,MN,Bloomington
964,-93.7113,41.5772,American Equity Investment Life Holding,Insurance: Life  Health (stock),IA,West Des Moines
965,-82.9988,39.9612,Express,Specialty Retailers: Apparel,OH,Columbus
966,-77.6109,43.161,Eastman Kodak,Scientific Photographic and Control Equipment,NY,Rochester
967,-73.7176,40.7707,Hain Celestial Group,Food Consumer Products,NY,Lake Success
968,-97.015,32.9546,Nationstar Mortgage Holdings,Diversified Financials,TX,Coppell
969,-87.8406,42.2586,IDEX,Industrial Machinery,IL,Lake Forest
970,-66.0602,18.4294,Popular,Commercial Banks,PR,Hato Rey
971,-95.998,41.2524,Werner Enterprises,Trucking  Truck Leasing,NE,Omaha
972,-122.201,47.6104,Esterline Technologies,Aerospace and Defense,WA,Bellevue
973,-122.036,37.3688,Intuitive Surgical,Medical Products and Equipment,CA,Sunnyvale
974,-86.1581,39.7684,Allison Transmission Holdings,Motor Vehicles and Parts,IN,Indianaoplis
975,-95.9928,36.154,SemGroup,Pipelines,OK,Tulsa
976,-115.14,36.1699,Southwest Gas,Utilities: Gas and Electric,NV,Las Vegas
977,-74.0059,40.7128,G-III Apparel Group,Apparel,NY,New York
978,-78.7378,42.9639,National Fuel Gas,Utilities: Gas and Electric,NY,Williamsville
979,-93.09,44.9537,H.B. Fuller,Chemicals,MN,St. Paul
980,-75.1285,40.1784,Penn Mutual Life Insurance,Insurance: Life  Health (stock),PA,Horsham
981,-74.0059,40.7128,RCS Capital,Securities,NY,New York
982,-122.676,45.5231,Columbia Sportswear,Apparel,OR,Portland
983,-71.4418,41.911,Amica Mutual Insurance,Insurance: Property and Casualty (Mutual),RI,Lincoln
984,-96.797,32.7767,Primoris Services,Engineering  Construction,TX,Dallas
985,-86.8025,33.5207,Energen,Mining  Crude-Oil Production,AL,Birmingham
986,-87.9065,43.0389,Rexnord,Industrial Machinery,WI,Milwaukee
987,-97.5164,35.4676,Seventy Seven Energy,Oil and Gas Equipment  Services,OK,Oklahoma City
988,-95.4613,30.1658,Waste Connections,Waste Management,TX,The Woodlands
989,-75.1652,39.9526,Pep Boys,Specialty Retailers: Other,PA,Philadelphia
990,-76.92,40.2398,Harsco,Metals,PA,Camp Hill
991,-74.0643,40.3471,Hovnanian Enterprises,Homebuilders,NJ,Red Bank
992,-95.3698,29.7604,Willbros Group,Oil and Gas Equipment  Services,TX,Houston
993,-83.1141,40.0992,Wendy's,Food Services,OH,Dublin
994,-115.14,36.1699,International Game Technology,Industrial Machinery,NV,Las Vegas
995,-122.084,37.3861,Synopsys,Computer Software,CA,Mountain View
996,-73.7629,41.034,Universal American,Health Care: Insurance and Managed Care,NY,White Plains
997,-87.979,41.9634,AAR,Aerospace and Defense,IL,Wood Dale
998,-74.7524,41.1465,Selective Insurance Group,Insurance: Property and Casualty (Stock),NJ,Branchville
999,-73.5387,41.0534,Gartner,Information Technology Services,CT,Stamford
1000,-74.0059,40.7128,E*Trade Financial,Securities,NY,New York
